Index,Clade,Clade_and_StateRegion,Type,Symb_Tol,Type_and_StateRegion,Gene,Isolate,Redundancy,Potential_Pseudogene_Ref,Species,Methodology,Genbank,Genbank_link,Host_Phylum,Host_Class,Host_Order,Host_Family,Host_Genus,Host_Species,Host_Sci_Name,Host_tol,AphiaID,Environment,Ocean,Host_and_Ocean,Host_and_StateRegion,Country,StateRegion,T_MMM_05,SubRegion,Locale,Latitude,Longitude,Coordinate_Precision,Min_Depth,Max_Depth,Start_Year_Collect,End_Year_Collect,Ref,Reference,Ref_link
1754,C,"C, Baja California",C1c,0.598,"C1c, Baja California",ITS2,N_A,same_as_C45_C1c_C1c.C45,N_A,N_A,DGGE,same_as_EU449103,http://www.ncbi.nlm.nih.gov/nuccore/EU449103,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,damicornis,Pocillopora damicornis,0.577,206953,in hospite,Pacific,"Pocillopora damicornis, Pacific","Pocillopora damicornis, Baja California",Mexico,Baja California,29.186,La Paz,N_A,"24,090,809","-110,173,139",50000,1,6,2004,2006,LaJeunesse_2008_Limnol_Oceanograph_53_719,"LaJeunesse TC, Reyes Bonilla H, Warner ME, Wills M, Schmidt GW,  Fitt WK (2008) Specificity and stability in high latitude eastern Pacific coral-algal symbioses. Limnology and Oceanography 53, 719-727.",http://www.aslo.org/lo/toc/vol_53/issue_2/index.html
1755,C,"C, Baja California",C1c,0.598,"C1c, Baja California",ITS2,N_A,same_as_C45_C1c_C1c.C45,N_A,N_A,DGGE,same_as_EU449103,http://www.ncbi.nlm.nih.gov/nuccore/EU449103,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,meandrina,Pocillopora meandrina,0.672,206964,in hospite,Pacific,"Pocillopora meandrina, Pacific","Pocillopora meandrina, Baja California",Mexico,Baja California,29.186,La Paz,N_A,"24,090,809","-110,173,139",50000,1,6,2004,2006,LaJeunesse_2008_Limnol_Oceanograph_53_719,"LaJeunesse TC, Reyes Bonilla H, Warner ME, Wills M, Schmidt GW,  Fitt WK (2008) Specificity and stability in high latitude eastern Pacific coral-algal symbioses. Limnology and Oceanography 53, 719-727.",http://www.aslo.org/lo/toc/vol_53/issue_2/index.html
1756,C,"C, Baja California",C1c,0.598,"C1c, Baja California",ITS2,N_A,same_as_C45_C1c_C1c.C45,N_A,N_A,DGGE,same_as_EU449103,http://www.ncbi.nlm.nih.gov/nuccore/EU449103,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,verrucosa,Pocillopora verrucosa,0.742,206954,in hospite,Pacific,"Pocillopora verrucosa, Pacific","Pocillopora verrucosa, Baja California",Mexico,Baja California,29.186,La Paz,N_A,"24,090,809","-110,173,139",50000,1,6,2004,2006,LaJeunesse_2008_Limnol_Oceanograph_53_719,"LaJeunesse TC, Reyes Bonilla H, Warner ME, Wills M, Schmidt GW,  Fitt WK (2008) Specificity and stability in high latitude eastern Pacific coral-algal symbioses. Limnology and Oceanography 53, 719-727.",http://www.aslo.org/lo/toc/vol_53/issue_2/index.html
1757,C,"C, Western Australia",C1c-ff,0.487,"C1c-ff, Western Australia",ITS2,N_A,N_A,N_A,N_A,DGGE,HQ385810,http://www.ncbi.nlm.nih.gov/nuccore/HQ385810,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,damicornis,Pocillopora damicornis,0.577,206953,in hospite,Indian,"Pocillopora damicornis, Indian","Pocillopora damicornis, Western Australia",Australia,Western Australia,28.78,Rottnest Island,N_A,"-32,023,786","115,550,522",15000,0,7,2005,2005,Silverstein_2011_MEPS_422_63,"Silverstein RN, Correa AMS, LaJeunesse TC, Baker AC (2011) Novel algal symbiont (Symbiodinium spp.) diversity in reef corals of Western Australia. Marine Ecology Progress Series 422, 63-75.",http://www.int-res.com/abstracts/meps/v422/p63-75/
1758,C,"C, Central Caribbean",C1c.C45,0.522,"C1c.C45, Central Caribbean",ITS2,N_A,same_as_C45_C1c,N_A,N_A,N_A,same_as_EU449103,http://www.ncbi.nlm.nih.gov/nuccore/EU449103,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,porites,Porites porites,0.802,207238,in hospite,Caribbean,"Porites porites, Caribbean","Porites porites, Central Caribbean",N_A,Central Caribbean,29.94,N_A,N_A,15,-74,1000000,4,5,N_A,N_A,LaJeunesse_2005_Mol_Biol_Evol_22_570,"LaJeunesse T (2005) ""Species"" radiations of symbiotic dinoflagellates in the Atlantic and Indo-Pacific since the Miocene-Pliocene transition. Molecular Biology and Evolution. 22, 570-581.",http://mbe.oxfordjournals.org/cgi/reprint/22/3/570
1759,C,"C, Central Pacific",C1ca,0.522,"C1ca, Central Pacific",ITS2,N_A,same_as_C1e_C1b,NO_Stat_2009_MEPS_386_83,N_A,cloning,same_as_EU449104,http://www.ncbi.nlm.nih.gov/nuccore/EU449104,Cnidaria,Anthozoa,Scleractinia,Fungiidae,Fungia,scutaria,Fungia scutaria,0.831,207341,in hospite,Pacific,"Fungia scutaria, Pacific","Fungia scutaria, Central Pacific",United States,Central Pacific,27.6,Johnston Atoll,JA-HIMB3,"167,429,333","-1,695,378,167",100,3,7,2006,2006,Stat_2009_MEPS_386_83,"Stat M, Pochon X, Cowie ROM, Gates RD (2009) Specificity in communities of Symbiodinium in corals from Johnston Atoll. Marine Ecology Progress Series 386, 83-96.",http://www.int-res.com/abstracts/meps/v386/p83-96/
1760,C,"C, Central Pacific",C1ca,0.522,"C1ca, Central Pacific",ITS2,N_A,same_as_C1e_C1b,NO_Stat_2009_MEPS_386_83,N_A,cloning,same_as_EU449104,http://www.ncbi.nlm.nih.gov/nuccore/EU449104,Cnidaria,Anthozoa,Scleractinia,Fungiidae,Fungia,scutaria,Fungia scutaria,0.831,207341,in hospite,Pacific,"Fungia scutaria, Pacific","Fungia scutaria, Central Pacific",United States,Central Pacific,27.6,Johnston Atoll,JOH-4P,"16,771","-1,695,056",100,3,7,2006,2006,Stat_2009_MEPS_386_83,"Stat M, Pochon X, Cowie ROM, Gates RD (2009) Specificity in communities of Symbiodinium in corals from Johnston Atoll. Marine Ecology Progress Series 386, 83-96.",http://www.int-res.com/abstracts/meps/v386/p83-96/
1761,C,"C, Central Pacific",C1ca,0.522,"C1ca, Central Pacific",ITS2,N_A,same_as_C1e_C1b,NO_Stat_2009_MEPS_386_83,N_A,cloning,same_as_EU449104,http://www.ncbi.nlm.nih.gov/nuccore/EU449104,Cnidaria,Anthozoa,Scleractinia,Faviidae,Leptastrea,sp.,Leptastrea sp.,0.832,204278,in hospite,Pacific,"Leptastrea sp., Pacific","Leptastrea sp., Central Pacific",United States,Central Pacific,27.6,Johnston Atoll,JOH-5P,"1,677,415","-1,694,970,167",100,2,4,2006,2006,Stat_2009_MEPS_386_83,"Stat M, Pochon X, Cowie ROM, Gates RD (2009) Specificity in communities of Symbiodinium in corals from Johnston Atoll. Marine Ecology Progress Series 386, 83-96.",http://www.int-res.com/abstracts/meps/v386/p83-96/
1762,C,"C, Central Pacific",C1ca,0.522,"C1ca, Central Pacific",ITS2,N_A,same_as_C1e_C1b,NO_Stat_2009_MEPS_386_83,N_A,cloning,same_as_EU449104,http://www.ncbi.nlm.nih.gov/nuccore/EU449104,Cnidaria,Anthozoa,Scleractinia,Faviidae,Leptastrea,sp.,Leptastrea sp.,0.832,204278,in hospite,Pacific,"Leptastrea sp., Pacific","Leptastrea sp., Central Pacific",United States,Central Pacific,27.6,Johnston Atoll,JOH-1AP,"167,860,333","-1,694,618,333",100,15,20,2006,2006,Stat_2009_MEPS_386_83,"Stat M, Pochon X, Cowie ROM, Gates RD (2009) Specificity in communities of Symbiodinium in corals from Johnston Atoll. Marine Ecology Progress Series 386, 83-96.",http://www.int-res.com/abstracts/meps/v386/p83-96/
1763,C,"C, Central Pacific",C1ca,0.522,"C1ca, Central Pacific",ITS2,N_A,same_as_C1e_C1b,NO_Stat_2009_MEPS_386_83,N_A,cloning,same_as_EU449104,http://www.ncbi.nlm.nih.gov/nuccore/EU449104,Cnidaria,Anthozoa,Scleractinia,Agariciidae,Pavona,varians,Pavona varians,0.762,207303,in hospite,Pacific,"Pavona varians, Pacific","Pavona varians, Central Pacific",United States,Central Pacific,27.6,Johnston Atoll,JA-HIMB3,"167,429,333","-1,695,378,167",100,3,7,2006,2006,Stat_2009_MEPS_386_83,"Stat M, Pochon X, Cowie ROM, Gates RD (2009) Specificity in communities of Symbiodinium in corals from Johnston Atoll. Marine Ecology Progress Series 386, 83-96.",http://www.int-res.com/abstracts/meps/v386/p83-96/
1764,C,"C, Central Pacific",C1ca,0.522,"C1ca, Central Pacific",ITS2,N_A,same_as_C1e_C1b,NO_Stat_2009_MEPS_386_83,N_A,cloning,same_as_EU449104,http://www.ncbi.nlm.nih.gov/nuccore/EU449104,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,damicornis,Pocillopora damicornis,0.577,206953,in hospite,Pacific,"Pocillopora damicornis, Pacific","Pocillopora damicornis, Central Pacific",United States,Central Pacific,27.6,Johnston Atoll,JOH-23,"167,473","-1,695,093,167",100,2,4,2006,2006,Stat_2009_MEPS_386_83,"Stat M, Pochon X, Cowie ROM, Gates RD (2009) Specificity in communities of Symbiodinium in corals from Johnston Atoll. Marine Ecology Progress Series 386, 83-96.",http://www.int-res.com/abstracts/meps/v386/p83-96/
1765,C,"C, Hawaiian Islands",C1d,0.522,"C1d, Hawaiian Islands",ITS2,N_A,N_A,N_A,N_A,DGGE,AY258488,http://www.ncbi.nlm.nih.gov/nuccore/AY258488,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,damicornis,Pocillopora damicornis,0.577,206953,in hospite,Pacific,"Pocillopora damicornis, Pacific","Pocillopora damicornis, Hawaiian Islands",United States,Hawaiian Islands,29.186,Oahu,N_A,21.5,-158,50000,1,2,N_A,N_A,LaJeunesse_2004_Coral_Reefs_23_596,"LaJeunesse T, Thornhill DJ, Cox EF, Stanton FG, Fitt WK, Schmidt GW (2004) High diversity and host specificity observed among symbiotic dinoflagellates in reef communities from Hawaii. Coral Reefs 23, 596-603.",http://www.springerlink.com/content/wl15edw5jqh4n65p/fulltext.pdf
1766,C,"C, Hawaiian Islands",C1d,0.522,"C1d, Hawaiian Islands",ITS2,6341X,N_A,N_A,N_A,cloning,FN298461,http://www.ncbi.nlm.nih.gov/nuccore/FN298461,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,damicornis,Pocillopora damicornis,0.577,206953,in hospite,Pacific,"Pocillopora damicornis, Pacific","Pocillopora damicornis, Hawaiian Islands",United States,Hawaiian Islands,29.186,Oahu,Kaneohe Bay,"214,324,833","-1,577,893",250,4,4,2007,2007,Pochon_2010_J_Phycol_46_53,"Pochon X, Stat M, Takabayashi M, Chasqui L, Chauka LJ, Logan DDK, Gates RD (2010) Comparison of endosymbiotic and free-living Symbiodinium (Dinophyceae) diversity in a Hawaiian reef environment. Journal of Phycology 46, 53-65.",http://onlinelibrary.wiley.com/doi/10.1111/j.1529-8817.2009.00797.x/pdf
1767,C,"C, Hawaiian Islands",C1d,0.522,"C1d, Hawaiian Islands",ITS2,6341X,N_A,N_A,N_A,sequencing,FN298461,http://www.ncbi.nlm.nih.gov/nuccore/FN298461,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,damicornis,Pocillopora damicornis,0.577,206953,in hospite,Pacific,"Pocillopora damicornis, Pacific","Pocillopora damicornis, Hawaiian Islands",United States,Hawaiian Islands,29.186,Oahu,Kaneohe Bay,"214,324,833","-1,577,893",250,4,4,2009,2009,Pochon_2010_J_Phycol_46_53,"Pochon X, Stat M, Takabayashi M, Chasqui L, Chauka LJ, Logan DDK, Gates RD (2010) Comparison of endosymbiotic and free-living Symbiodinium (Dinophyceae) diversity in a Hawaiian reef environment. Journal of Phycology 46, 53-65.",http://onlinelibrary.wiley.com/doi/10.1111/j.1529-8817.2009.00797.x/pdf
1768,C,"C, Hawaiian Islands",C1d,0.522,"C1d, Hawaiian Islands",ITS2,6342X,N_A,N_A,N_A,cloning,FN298465,http://www.ncbi.nlm.nih.gov/nuccore/FN298465,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,damicornis,Pocillopora damicornis,0.577,206953,in hospite,Pacific,"Pocillopora damicornis, Pacific","Pocillopora damicornis, Hawaiian Islands",United States,Hawaiian Islands,29.186,Oahu,Kaneohe Bay,"214,324,833","-1,577,893",250,4,4,2007,2007,Pochon_2010_J_Phycol_46_53,"Pochon X, Stat M, Takabayashi M, Chasqui L, Chauka LJ, Logan DDK, Gates RD (2010) Comparison of endosymbiotic and free-living Symbiodinium (Dinophyceae) diversity in a Hawaiian reef environment. Journal of Phycology 46, 53-65.",http://onlinelibrary.wiley.com/doi/10.1111/j.1529-8817.2009.00797.x/pdf
1769,C,"C, Hawaiian Islands",C1d,0.522,"C1d, Hawaiian Islands",ITS2,6343X,N_A,N_A,N_A,cloning,FN298468,http://www.ncbi.nlm.nih.gov/nuccore/FN298468,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,damicornis,Pocillopora damicornis,0.577,206953,in hospite,Pacific,"Pocillopora damicornis, Pacific","Pocillopora damicornis, Hawaiian Islands",United States,Hawaiian Islands,29.186,Oahu,Kaneohe Bay,"214,324,833","-1,577,893",250,4,4,2007,2007,Pochon_2010_J_Phycol_46_53,"Pochon X, Stat M, Takabayashi M, Chasqui L, Chauka LJ, Logan DDK, Gates RD (2010) Comparison of endosymbiotic and free-living Symbiodinium (Dinophyceae) diversity in a Hawaiian reef environment. Journal of Phycology 46, 53-65.",http://onlinelibrary.wiley.com/doi/10.1111/j.1529-8817.2009.00797.x/pdf
1770,C,"C, Hawaiian Islands",C1d,0.522,"C1d, Hawaiian Islands",ITS2,6343X,N_A,N_A,N_A,sequencing,FN298468,http://www.ncbi.nlm.nih.gov/nuccore/FN298468,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,damicornis,Pocillopora damicornis,0.577,206953,in hospite,Pacific,"Pocillopora damicornis, Pacific","Pocillopora damicornis, Hawaiian Islands",United States,Hawaiian Islands,29.186,Oahu,Kaneohe Bay,"214,324,833","-1,577,893",250,4,4,2009,2009,Pochon_2010_J_Phycol_46_53,"Pochon X, Stat M, Takabayashi M, Chasqui L, Chauka LJ, Logan DDK, Gates RD (2010) Comparison of endosymbiotic and free-living Symbiodinium (Dinophyceae) diversity in a Hawaiian reef environment. Journal of Phycology 46, 53-65.",http://onlinelibrary.wiley.com/doi/10.1111/j.1529-8817.2009.00797.x/pdf
1771,C,"C, Phuket",C1d,0.522,"C1d, Phuket",ITS2,N_A,N_A,N_A,N_A,DGGE,GU111885,http://www.ncbi.nlm.nih.gov/nuccore/GU111885,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,meandrina,Pocillopora meandrina,0.672,206964,in hospite,Pacific,"Pocillopora meandrina, Pacific","Pocillopora meandrina, Phuket",Thailand,Phuket,30.38,Andaman Sea,Phiphi Lae,"7,411,501","98,451,796",3500,6,12,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,"LaJeunesse TC, Pettay DT, Sampayo EM, Phongsuwan N, Brown B, Obura DO, Hoegh-Guldberg O, Fitt WK (2010) Long-standing environmental conditions, geographic isolation and host-symbiont specificity influence the relative ecological dominance and genetic diversification of coral endosymbionts in the genus Symbiodinium. Journal of Biogeography 37, 785-800.",http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2699.2010.02273.x/abstract
1772,C,"C, Eastern Pacific",C1d,0.522,"C1d, Eastern Pacific",ITS2,N_A,N_A,N_A,N_A,N_A,same_as_AY258488,http://www.ncbi.nlm.nih.gov/nuccore/AY258488,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,sp.,Pocillopora sp.,0.646,206938,in hospite,Pacific,"Pocillopora sp., Pacific","Pocillopora sp., Eastern Pacific",N_A,Eastern Pacific,27.63,N_A,N_A,0,-110,4000000,2,5,N_A,N_A,LaJeunesse_2005_Mol_Biol_Evol_22_570,"LaJeunesse T (2005) ""Species"" radiations of symbiotic dinoflagellates in the Atlantic and Indo-Pacific since the Miocene-Pliocene transition. Molecular Biology and Evolution. 22, 570-581.",http://mbe.oxfordjournals.org/cgi/reprint/22/3/570
1773,C,"C, Phuket",C1d,0.522,"C1d, Phuket",ITS2,N_A,N_A,N_A,N_A,DGGE,same_as_AY258488,http://www.ncbi.nlm.nih.gov/nuccore/AY258488,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,meandrina,Pocillopora meandrina,0.672,206964,in hospite,Pacific,"Pocillopora meandrina, Pacific","Pocillopora meandrina, Phuket",Thailand,Phuket,30.38,Similan Islands,Similan,"8,344,871","97,381,451",4500,2,12,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,"LaJeunesse TC, Pettay DT, Sampayo EM, Phongsuwan N, Brown B, Obura DO, Hoegh-Guldberg O, Fitt WK (2010) Long-standing environmental conditions, geographic isolation and host-symbiont specificity influence the relative ecological dominance and genetic diversification of coral endosymbionts in the genus Symbiodinium. Journal of Biogeography 37, 785-800.",http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2699.2010.02273.x/abstract
1774,C,"C, Phuket",C1d,0.522,"C1d, Phuket",ITS2,N_A,N_A,N_A,N_A,DGGE,same_as_AY258488,http://www.ncbi.nlm.nih.gov/nuccore/AY258488,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,verrucosa,Pocillopora verrucosa,0.742,206954,in hospite,Pacific,"Pocillopora verrucosa, Pacific","Pocillopora verrucosa, Phuket",Thailand,Phuket,30.38,Similan Islands,Similan,"8,344,871","97,381,451",4500,2,12,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,"LaJeunesse TC, Pettay DT, Sampayo EM, Phongsuwan N, Brown B, Obura DO, Hoegh-Guldberg O, Fitt WK (2010) Long-standing environmental conditions, geographic isolation and host-symbiont specificity influence the relative ecological dominance and genetic diversification of coral endosymbionts in the genus Symbiodinium. Journal of Biogeography 37, 785-800.",http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2699.2010.02273.x/abstract
1775,C,"C, N_A",C1d,0.522,"C1d, N_A",ITS2,N_A,N_A,N_A,N_A,DGGE,same_as_AY258488,http://www.ncbi.nlm.nih.gov/nuccore/AY258488,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,damicornis,Pocillopora damicornis,0.577,206953,in hospite,Pacific,"Pocillopora damicornis, Pacific","Pocillopora damicornis, N_A",Panama,N_A,29.186,N_A,Gulf of Panama,"8,907,315","-7,940,694",12000,2,10,2007,2009,LaJeunesse_2010_Proc_Royal_Soc_B_277_2925,"LaJeunesse TC, Smith R, Walther M, Pinzon J, Pettay DT, McGinley M, Aschaffenburg M, Medina-Rosas P, Cupul-Magana AL, Perez AL, Reyes-Bonilla H, Warner ME (2010) Host-symbiont recombination versus natural selection in the response of coral-dinoflagellate symbioses to environmental disturbance. Proceedings of the Royal Society of London B 277, 2925-2934.",http://rspb.royalsocietypublishing.org/content/277/1696/2925.abstract
1776,C,"C, Florida",C1d,0.522,"C1d, Florida",ITS2,N_A,N_A,N_A,N_A,DGGE,same_as_AY258488,http://www.ncbi.nlm.nih.gov/nuccore/AY258488,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,damicornis,Pocillopora damicornis,0.577,206953,in hospite,Aquarium,"Pocillopora damicornis, Aquarium","Pocillopora damicornis, Florida",United States,Florida,30.25,Orlando,Sea World,"28,410,732","-81,462,772",2000,N_A,N_A,N_A,N_A,Smith_2009_J_Phycol_45_1030,"Smith RT, Pinzon JH, LaJeunesse TC (2009) Symbiodinium (Dinophyta) diversity and stability in aquarium corals. Journal of Phycology 45, 1030-1036.",http://onlinelibrary.wiley.com/doi/10.1111/j.1529-8817.2009.00730.x/abstract
1777,C,"C, N_A",C1e,0.522,"C1e, N_A",ITS2,N_A,same_as_C1b_C1ca,N_A,N_A,DGGE,AY258489,http://www.ncbi.nlm.nih.gov/nuccore/AY258489,N_A,N_A,N_A,N_A,N_A,N_A,N_A_H,0.711,N_A,N_A,N_A,"N_A_H, N_A","N_A_H, N_A",N_A,N_A,29.186,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,LaJeunesse_2004_Coral_Reefs_23_596,"LaJeunesse T, Thornhill DJ, Cox EF, Stanton FG, Fitt WK, Schmidt GW (2004) High diversity and host specificity observed among symbiotic dinoflagellates in reef communities from Hawaii. Coral Reefs 23, 596-603.",http://www.springerlink.com/content/wl15edw5jqh4n65p/fulltext.pdf
1778,C,"C, N_A",C1e,0.522,"C1e, N_A",ITS2,culture 152,same_as_C1b_C1ca,N_A,N_A,cloning,EU074953,http://www.ncbi.nlm.nih.gov/nuccore/EU074953,N_A,N_A,N_A,N_A,N_A,N_A,N_A_H,0.711,N_A,culture,N_A,"N_A_H, N_A","N_A_H, N_A",N_A,N_A,29.186,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,Thornhill_2007_Mol_Ecol_16_5326,"Thornhill D, LaJeunesse T, Santos S (2007) Measuring rDNA diversity in eukaryotic microbial systems: how intragenomic variation, pseudogenes, and PCR artifacts confound biodiversity estimates. Molecular Ecology 16, 5326-5340.",http://www3.interscience.wiley.com/journal/117989921/abstract
1779,C,"C, Central Pacific",C1e,0.522,"C1e, Central Pacific",ITS2,N_A,same_as_C1b_C1ca,N_A,N_A,N_A,same_as_AY258489,http://www.ncbi.nlm.nih.gov/nuccore/AY258489,Cnidaria,Anthozoa,Scleractinia,Faviidae,Cyphastrea,sp.,Cyphastrea sp.,0.783,206488,in hospite,Pacific,"Cyphastrea sp., Pacific","Cyphastrea sp., Central Pacific",N_A,Central Pacific,27.6,N_A,N_A,0,-160,5000000,2,15,N_A,N_A,LaJeunesse_2005_Mol_Biol_Evol_22_570,"LaJeunesse T (2005) ""Species"" radiations of symbiotic dinoflagellates in the Atlantic and Indo-Pacific since the Miocene-Pliocene transition. Molecular Biology and Evolution. 22, 570-581.",http://mbe.oxfordjournals.org/cgi/reprint/22/3/570
1780,C,"C, Central Pacific",C1e,0.522,"C1e, Central Pacific",ITS2,N_A,same_as_C1b_C1ca,N_A,N_A,N_A,same_as_AY258489,http://www.ncbi.nlm.nih.gov/nuccore/AY258489,Cnidaria,Anthozoa,Scleractinia,Fungiidae,Fungia,sp.,Fungia sp.,0.883,206375,in hospite,Pacific,"Fungia sp., Pacific","Fungia sp., Central Pacific",N_A,Central Pacific,27.6,N_A,N_A,0,-160,5000000,2,15,N_A,N_A,LaJeunesse_2005_Mol_Biol_Evol_22_570,"LaJeunesse T (2005) ""Species"" radiations of symbiotic dinoflagellates in the Atlantic and Indo-Pacific since the Miocene-Pliocene transition. Molecular Biology and Evolution. 22, 570-581.",http://mbe.oxfordjournals.org/cgi/reprint/22/3/570
1781,C,"C, Central Pacific",C1e,0.522,"C1e, Central Pacific",ITS2,N_A,same_as_C1b_C1ca,N_A,N_A,N_A,same_as_AY258489,http://www.ncbi.nlm.nih.gov/nuccore/AY258489,Cnidaria,Anthozoa,Scleractinia,Faviidae,Leptastrea,sp.,Leptastrea sp.,0.832,204278,in hospite,Pacific,"Leptastrea sp., Pacific","Leptastrea sp., Central Pacific",N_A,Central Pacific,27.6,N_A,N_A,0,-160,5000000,2,15,N_A,N_A,LaJeunesse_2005_Mol_Biol_Evol_22_570,"LaJeunesse T (2005) ""Species"" radiations of symbiotic dinoflagellates in the Atlantic and Indo-Pacific since the Miocene-Pliocene transition. Molecular Biology and Evolution. 22, 570-581.",http://mbe.oxfordjournals.org/cgi/reprint/22/3/570
1782,C,"C, Eastern Pacific",C1e,0.522,"C1e, Eastern Pacific",ITS2,N_A,same_as_C1b_C1ca,N_A,N_A,N_A,same_as_AY258489,http://www.ncbi.nlm.nih.gov/nuccore/AY258489,Cnidaria,Anthozoa,Scleractinia,Siderastreidae,Psammocora,sp.,Psammocora sp.,0.62,204148,in hospite,Pacific,"Psammocora sp., Pacific","Psammocora sp., Eastern Pacific",N_A,Eastern Pacific,27.63,N_A,N_A,0,-110,4000000,2,15,N_A,N_A,LaJeunesse_2005_Mol_Biol_Evol_22_570,"LaJeunesse T (2005) ""Species"" radiations of symbiotic dinoflagellates in the Atlantic and Indo-Pacific since the Miocene-Pliocene transition. Molecular Biology and Evolution. 22, 570-581.",http://mbe.oxfordjournals.org/cgi/reprint/22/3/570
